,adasen,bikolano,cebuano,chavacano,english,ilokano,ilonggo,kinaray-a,masbatenyo,paranan,romblomanon,spanish,tagalog,tausug,waray,yami
ebi,0,0,0,4,2,0,0,2,0,10,3,14,0,0,0,0
h_j,0,0,0,0,26,1,0,0,1,0,0,0,0,0,0,11
_ye,42,0,0,0,643,11,0,0,0,0,0,1,2,0,0,1328
akp,0,3,15,0,0,24,35,29,2,170,23,0,11,1,9,18
haz,0,0,3,2,2,0,0,0,0,0,2,16,2,0,0,0
irt,0,0,0,0,12,0,0,0,1,0,0,8,0,0,0,0
paz,0,0,0,19,0,0,0,0,0,0,0,21,0,0,0,51
h_f,0,0,0,0,73,0,0,0,0,0,0,1,0,0,0,0
ihe,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12
pko,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,2
rca,0,0,0,223,1,0,0,0,0,0,0,133,0,0,0,0
def,0,0,0,5,13,0,0,0,0,0,0,4,0,0,0,0
isb,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
lg_,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
sso,0,0,0,23,17,47,0,0,0,13,0,0,0,0,0,1
ffs,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
ciy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
n_k,1821,1793,1009,12,13,693,960,2100,1660,2216,889,0,394,2336,1672,269
eby,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ueo,0,0,6,7,0,0,4,6,3,3,4,3,3,0,5,0
k_d,0,21,13,113,2,99,6,6,13,135,27,0,13,109,8,146
zwa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109
oil,0,0,4,0,16,0,0,0,0,0,0,0,0,0,0,2
rao,0,117,1,82,0,19,0,0,148,0,3,7,0,0,98,0
dpu,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dok,4,38,37,0,0,1,2,5,0,1,19,0,37,0,7,8
uns,14,0,221,0,10,0,34,7,0,0,15,1,35,13,6,0
z_d,0,0,0,43,0,0,0,0,0,0,0,27,0,0,0,36
_lv,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
bee,0,8,6,9,67,6,8,6,7,8,5,7,7,0,6,0
he_,211,1,30,38,5458,15,15,11,5,0,9,143,0,0,128,2
wau,0,0,0,0,0,0,0,1,0,0,0,0,0,27,0,0
bug,9,27,60,3,0,12,108,145,23,27,26,0,5,99,166,0
jad,0,0,0,32,0,0,0,0,0,0,0,32,0,0,0,0
psi,1,0,0,0,0,0,0,0,0,0,2,0,3,0,0,16
uab,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
mou,0,0,13,0,63,0,0,0,0,0,0,0,0,0,0,0
fy_,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
fed,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
asm,45,0,2,1,5,5,2,1,0,0,0,2,0,1,2,0
rue,0,0,0,4,4,0,0,0,0,0,0,16,0,0,0,0
obw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
zar,0,25,26,27,25,25,25,28,25,27,30,75,25,0,23,0
uno,0,128,211,265,0,88,344,203,330,23,249,233,270,0,245,0
_nc,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
idn,0,0,0,0,3,35,0,0,0,0,0,1,0,0,46,0
iyi,0,0,0,0,0,0,0,0,0,99,0,0,0,0,6,0
anh,0,38,144,0,0,8,54,52,0,3,53,0,13,0,206,56
a_f,0,58,3,81,42,40,68,69,5,0,3,80,62,0,3,0
dam,205,64,54,46,10,136,195,47,258,16,250,32,88,73,253,25
_iw,7,8,5,0,0,5,12,10,0,3,28,0,10,0,6,126
tsa,5,13,11,7,0,5,10,5,19,1,7,5,1,5,5,0
ynt,0,9,0,0,0,0,8,0,4,0,0,0,0,0,1,0
kup,40,0,33,0,0,15,27,105,32,22,10,0,8,10,11,0
woe,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0
_gb,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0
dda,24,0,0,0,0,628,0,0,0,14,0,0,0,36,0,2
iev,0,0,0,0,48,0,0,0,0,0,0,1,0,0,0,0
abh,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,2
_sa,686,6538,6942,967,1676,1324,9463,5158,7978,2611,5173,677,6130,4212,870,515
fti,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
usk,0,0,0,0,1,7,0,0,0,0,0,0,0,2,0,0
ium,1,0,0,2,2,3,0,0,0,0,0,0,1,0,0,0
rke,1,1,0,0,14,5,0,0,0,0,1,0,0,0,0,0
c_o,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
nah,2,292,560,2,15,1,438,365,250,136,406,2,191,174,541,22
med,19,0,0,118,49,23,0,0,1,15,0,78,0,0,0,0
nu_,1223,0,0,0,0,0,0,0,0,248,0,1,2,708,0,0
z_k,0,0,0,0,0,0,2,0,0,0,2,0,1,0,0,1
fad,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
cen,0,0,0,99,23,0,0,0,0,0,0,117,0,0,0,0
a_s,1060,2493,2732,2281,101,704,3907,1960,3053,877,2135,766,2521,3385,782,2150
iyl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
hwi,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
mki,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0
urk,1,0,0,0,0,3,0,0,0,0,0,0,0,22,0,0
_cy,0,0,0,1,3,0,0,0,0,0,3,0,0,0,0,117
yuw,8,0,0,0,0,0,0,0,0,14,0,0,0,3,0,0
_nz,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
bos,0,314,55,15,3,41,23,10,16,12,34,12,11,0,29,1
kii,6,25,0,0,0,4,0,0,4,0,0,0,0,0,0,0
alj,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0
kke,501,0,0,0,0,62,0,0,0,66,0,0,0,0,0,0
egs,2,0,0,0,0,0,0,0,0,37,0,0,0,0,0,0
t_p,411,49,26,29,78,93,51,66,77,65,115,21,296,176,73,11
oaw,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
i_r,1,10,15,27,8,145,10,129,8,14,6,18,29,9,5,77
dma,1,0,4,0,2,0,0,1,1,0,0,0,0,0,28,15
m_r,2,0,1,0,16,0,0,13,0,2,0,7,0,0,0,42
m_c,0,0,0,12,35,0,0,0,0,0,0,14,0,0,0,42
b_f,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
ayp,0,1,2,1,0,3,2,0,1,0,1,0,4,0,0,0
no_,1008,307,119,1291,158,1163,426,417,659,52,353,1580,378,0,463,3848
le_,155,215,0,3257,421,0,1,0,2,0,13,932,0,0,0,30
ufo,0,1,1,0,0,1,1,1,1,1,0,1,1,0,1,0
xti,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
opl,0,0,0,0,58,0,0,0,0,0,0,3,0,0,0,2
itg,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0
u_b,23,2,0,12,44,1,1,8,5,91,0,12,3,523,1,0
mod,2,4,50,67,0,5,7,3,1,1,0,14,0,0,1,0
h_h,0,1,0,0,228,0,0,0,0,0,10,0,1,10,1,0
wwe,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
oje,0,0,0,63,0,0,0,0,0,0,0,1,0,0,0,0
num,218,15,61,3,5,90,18,74,50,64,21,2,234,129,37,0
yri,0,0,2,0,3,0,0,0,0,0,4,0,0,0,0,0
che,0,1,0,41,128,0,0,0,0,0,0,38,0,0,0,0
ewn,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0
fut,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
f_c,0,0,0,0,16,0,0,0,0,0,0,18,0,0,0,0
iat,0,2,13,1,16,54,1,1,8,1,1,14,1,7,49,0
udi,124,23,49,223,0,66,42,43,77,40,58,26,16,93,28,0
iul,0,0,14,0,0,0,1,0,1,0,1,0,1,2,0,0
_gy,0,0,15,0,0,0,0,5,5,47,0,0,0,0,0,0
tap,11,94,75,20,0,226,141,175,589,280,390,0,231,33,150,31
fat,0,3,4,3,141,2,3,3,2,2,4,4,3,0,1,0
yer,0,20,0,1,17,1,1,30,43,12,20,27,13,0,15,0
em_,1169,67,66,77,842,790,70,69,70,324,84,45,64,0,67,407
iir,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
moj,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
awi,162,12,26,0,2,128,17,15,12,95,26,0,85,12,29,10
erl,0,4,4,4,4,3,4,4,2,3,4,56,3,0,3,0
if_,0,0,0,0,162,0,0,0,0,0,0,13,0,0,0,0
bk_,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0
ev_,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0
tga,3,0,0,0,0,11,4,0,0,0,0,0,0,0,0,0
ewi,0,0,0,0,29,0,0,0,0,10,0,0,0,0,0,0
so_,0,79,37,357,235,89,91,86,54,4,52,191,86,0,43,4313
kuh,0,0,93,0,0,0,104,0,68,0,4,0,7,4,73,0
ria,0,75,134,149,38,193,147,404,62,78,144,61,192,6,80,0
r_c,0,0,0,186,73,0,0,0,0,0,0,168,0,0,0,0
gn_,0,0,0,0,27,0,0,0,0,4,0,6,0,0,0,0
yge,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
ba_,96,261,247,396,1,78,55,250,292,114,284,325,349,205,379,14
nut,84,41,5,18,1,5,17,6,10,50,6,1,27,4,28,0
_gs,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0
ign,4,4,0,13,45,3,0,0,0,4,1,47,0,1,3,0
az_,0,6,2,25,5,2,4,6,1,2,5,79,5,0,0,36
dvi,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
tpa,45,0,3,0,0,24,0,0,0,0,0,0,0,3,0,0
rgi,0,0,0,0,46,0,0,0,0,0,0,1,0,1,0,0
kit,116,99,400,173,0,402,445,475,541,61,540,0,408,545,464,0
rro,0,0,0,14,29,0,0,0,0,0,0,37,0,0,0,0
zbe,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
iz_,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0
n_g,93,420,252,216,44,25,304,485,698,394,332,74,32,193,829,0
edo,0,0,1,98,1,0,0,0,0,0,0,49,0,0,0,0
_pa,2289,2186,2738,2535,243,2088,2686,2875,3704,1665,3366,984,2200,4388,3088,1707
emm,307,1,1,0,1,15,0,0,1,1,1,0,1,0,2,0
umg,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
whi,0,0,0,0,271,0,0,0,0,0,0,0,0,0,0,0
akh,0,0,0,0,0,0,0,0,5,0,2,0,1,0,0,0
dba,0,0,10,0,0,1,0,0,0,0,0,0,0,0,0,0
rtr,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
laz,0,5,6,11,4,5,5,6,5,6,6,10,4,0,5,0
shi,0,0,0,0,57,0,0,0,0,0,0,0,0,14,0,0
wav,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
uej,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ton,4,194,419,302,58,125,531,175,325,57,275,278,97,0,563,47
kka,21,0,0,0,0,153,0,0,0,175,0,0,0,46,0,0
lik,35,96,107,0,62,43,105,139,124,19,189,0,103,277,114,80
auc,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
kde,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,74
uri,9,59,1,95,20,8,1,27,48,51,20,39,43,23,45,0
cye,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
sob,0,4,6,20,1,7,10,41,14,0,59,163,2,0,7,16
kad,1261,199,357,0,0,1580,336,261,448,336,468,0,69,135,337,210
f_e,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0
yme,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,26
bbo,30,0,0,0,1,9,0,0,0,0,0,0,1,0,0,0
nsc,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
muc,34,0,0,130,60,0,0,0,0,0,0,152,0,0,0,0
eei,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0
dur,21,23,0,107,11,15,0,191,25,2,2,62,21,12,69,0
iyo,3,110,4,0,0,109,8,3,779,414,4,0,780,0,915,9
iko,6,44,34,0,0,44,26,39,22,1449,28,0,11,0,33,210
tak,33,156,48,1,119,113,62,65,16,196,29,0,133,19,96,122
r_k,96,15,12,1,13,60,37,72,45,52,152,0,2,22,5,0
z_g,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
okb,0,3,0,0,0,0,2,0,0,11,0,0,0,0,0,2
sup,12,2,13,46,26,28,1,12,6,1,6,15,11,163,25,0
uug,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0
sno,0,16,16,24,1,10,8,11,7,15,15,3,17,0,11,0
rfu,0,0,0,14,3,0,0,0,0,0,0,10,0,0,0,0
pku,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
fr_,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
dut,11,18,0,0,1,8,100,72,65,4,62,0,0,0,0,0
eis,0,0,0,16,1,1,0,0,0,0,0,58,0,0,2,0
kot,10,94,21,0,0,4,216,202,37,23,55,0,79,0,72,7
duh,0,0,157,0,0,0,125,16,131,0,136,0,0,8,124,0
tao,0,131,7,105,0,710,2,11,29,21,125,11,536,0,11,2429
wki,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
wen,72,16,0,0,180,276,3,0,4,79,1,0,1,0,0,110
nty,5,4,0,0,5,0,1,1,5,0,0,0,0,0,0,0
anp,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
rie,0,2,2,16,161,5,9,2,3,3,3,50,2,0,2,0
sdo,0,1,0,0,11,0,0,0,0,0,0,0,0,0,0,0
ura,449,428,8,274,1,292,11,82,173,63,139,148,46,259,141,0
rbi,119,0,0,0,7,54,0,2,9,64,25,3,0,0,0,0
t_a,324,247,205,38,810,333,194,214,176,208,273,67,902,99,286,112
sy_,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0
_uk,12,3,0,0,0,12,156,148,4,0,1,0,3,6,15,0
lum,36,34,13,20,1,18,18,51,32,164,23,9,288,113,23,0
ehm,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
wab,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
uee,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
ums,12,0,0,0,0,15,2,0,0,0,14,0,0,0,0,0
guk,22,0,1,0,0,16,0,0,0,0,0,0,2,0,0,0
bna,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
xcl,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
yso,0,0,0,0,0,10,0,0,0,0,4,0,0,0,0,3
ngc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
_nw,0,6,0,0,0,0,6,1,0,0,0,0,0,0,0,0
_be,417,73,31,103,1363,44,36,58,54,240,51,116,30,0,33,73
u_c,0,3,3,71,20,3,3,3,3,3,0,128,3,0,3,0
id_,115,154,88,51,790,244,599,948,111,1144,908,120,259,354,148,20
xce,0,0,0,0,39,0,0,0,0,0,0,2,0,0,0,0
voy,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,97
epp,24,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0
ruo,0,0,0,0,0,18,9,14,0,0,9,1,0,0,2,0
lvo,0,0,0,4,0,0,0,0,0,0,0,12,0,0,0,0
kme,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,106
wru,0,0,0,0,0,0,0,0,0,0,0,0,0,71,0,0
y_y,175,0,2,983,36,3,9,0,11,0,17,35,5,47,4,85
usn,0,0,0,0,12,8,0,0,0,0,0,0,0,0,2,0
mna,11,0,4,0,3,22,27,9,2,0,1,0,9,0,5,31
_yo,0,0,0,683,548,0,0,0,0,0,0,135,0,0,0,289
out,0,0,0,0,399,0,0,0,0,0,0,0,0,0,0,0
aok,0,10,10,0,0,24,0,0,10,0,9,0,11,0,11,1
bel,34,19,6,8,62,20,7,7,6,26,14,19,5,0,4,0
_np,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ins,50,17,130,17,169,244,220,195,354,57,43,74,5,267,324,68
aje,0,0,0,40,1,0,0,0,0,0,0,48,0,0,0,0
_kg,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
rup,36,12,0,29,6,41,14,21,51,21,11,11,0,3,5,0
pei,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_gt,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0
urg,7,0,0,0,9,2,0,0,0,0,0,2,0,67,0,0
hir,0,11,2,2,41,0,3,20,6,65,3,6,37,100,862,0
bao,0,5,0,6,0,85,0,0,8,0,10,0,4,0,0,0
lax,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ipl,32,0,0,4,161,2,0,0,0,0,0,0,0,0,8,7
eci,0,2,0,198,1,0,0,0,0,0,0,291,0,0,0,14
ori,0,39,7,65,55,6,34,43,17,2,41,99,28,0,30,744
saz,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,19
ler,0,0,0,18,22,0,0,0,0,0,0,16,0,0,0,0
kan,440,2180,2093,0,0,635,136,4827,340,194,110,0,2253,1970,877,1556
p_p,4,0,2,0,2,1,1,0,5,41,6,0,7,56,3,2
stu,134,0,0,23,22,0,5,4,13,242,11,21,6,22,0,0
te_,157,40,12,2727,136,7,35,39,30,8,92,999,7,0,39,140
ecc,0,0,0,6,0,0,0,0,0,0,0,13,0,0,0,0
usc,0,0,0,52,0,0,0,0,0,0,0,42,0,0,0,0
blo,0,2,0,104,26,15,0,0,0,16,12,72,12,0,2,0
sks,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
oxe,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
bid,51,45,0,26,37,9,0,2,2,2,3,39,0,20,21,0
fte,0,0,0,0,95,0,0,0,0,0,0,0,0,0,0,0
uku,63,55,0,0,0,47,0,125,11,77,9,0,34,453,27,0
nbo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
olc,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
_na,8734,6770,2968,2148,138,2871,5076,5604,9583,3894,5329,188,5602,5430,3650,4703
tid,184,4,5,22,9,19,18,7,4,59,12,59,106,0,1,0
gma,26,81,92,0,0,134,75,43,36,38,36,0,34,14,108,1
geb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
dij,0,0,0,0,0,0,0,0,0,0,0,651,0,0,0,0
mui,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
coi,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
haf,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,0
um_,129,12,14,17,15,76,17,270,15,223,26,3,13,230,17,0
nak,696,399,886,187,6,1089,626,720,927,705,384,0,882,874,740,990
elu,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0
csa,17,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
kbo,0,18,9,0,0,6,0,2,10,0,0,0,20,0,6,2
oa_,0,7,48,0,0,0,2,19,0,0,0,0,0,0,34,0
kas,339,245,377,0,0,644,340,352,530,357,301,0,459,328,373,271
esn,0,0,0,4,0,16,0,0,0,0,0,7,0,0,0,3
riu,0,0,1,2,6,0,0,2,0,0,11,0,0,3,0,0
odw,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
roj,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0
kec,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
aan,230,297,196,17,1,568,352,413,238,287,254,0,452,617,230,0
c_l,22,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0
yo_,0,485,857,1275,0,1507,1398,1254,1285,65,556,150,1487,0,1034,1923
und,21,102,67,90,210,11,87,84,167,99,147,83,196,64,515,0
d_v,0,0,0,0,29,0,0,0,0,0,0,9,0,0,0,0
cra,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0
aya,679,725,324,56,0,798,240,460,945,866,1053,52,812,1379,520,443
b_k,23,12,66,0,0,18,10,21,2,16,38,0,3,136,11,7
ony,0,78,3,0,10,2,63,63,63,110,64,0,60,0,3,1
oys,0,0,5,0,0,0,0,0,0,0,0,0,0,0,3,41
mzo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
kay,1088,424,548,0,0,937,844,360,1121,2563,944,0,960,248,596,211
dso,0,0,0,0,0,153,0,0,0,0,0,0,0,0,0,0
bul,178,57,133,65,9,67,141,196,84,56,84,8,68,127,79,0
wax,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
itn,2,7,23,0,23,11,2,1,5,0,0,0,20,0,2,1
had,5,232,111,0,231,6,67,69,243,3,64,32,6,8,380,50
ngw,44,1,1,0,0,7,2,20,1,1,5,0,4,0,0,101
tye,0,3,0,0,0,0,0,4,0,0,54,0,0,0,0,0
uty,0,0,4,0,1,0,0,0,0,0,0,0,1,0,0,0
tke,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37
sar,161,613,13,21,26,147,58,295,134,51,38,111,141,311,77,151
not,1,77,1,56,754,39,4,10,6,2,36,2,5,0,1,19
juz,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0
ue_,6,1,1,1132,47,1,2,2,1,1,2,2542,1,0,1,0
nno,160,0,0,0,21,142,0,0,0,0,0,0,0,0,0,0
aoa,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
unl,0,0,6,0,7,0,0,0,0,0,0,0,0,0,3,0
plo,0,57,60,123,2,61,63,61,60,61,67,53,53,0,62,0
_oh,0,0,0,0,0,0,0,1,0,3,0,5,0,0,1,0
st_,0,0,0,0,742,0,0,0,0,0,0,273,0,0,0,0
a_i,2511,844,1210,188,13,1763,2815,867,1888,795,2603,69,1486,3262,2149,608
ird,13,0,0,0,35,2,0,0,0,0,0,0,0,0,0,0
_cc,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
_oe,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
aks,0,12,13,0,0,85,21,17,2,4,0,0,19,61,6,13
rdn,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
juv,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
irl,0,0,0,5,0,0,0,0,0,0,0,28,0,0,0,0
ek_,0,0,0,0,29,208,0,0,0,15,0,0,0,0,0,194
w_b,10,6,24,0,3,0,17,16,7,8,20,0,12,45,15,0
uod,0,0,34,0,0,3,52,51,161,0,119,0,3,0,48,0
xha,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ydi,0,0,0,0,0,25,0,1,0,0,53,0,0,0,3,11
imp,177,21,22,142,8,150,29,44,42,107,67,82,33,14,35,0
uas,4,0,17,0,0,3,47,19,0,0,18,4,0,45,16,0
edl,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0
_ip,227,228,81,1,0,148,56,100,113,113,108,0,300,32,86,526
kaa,188,82,181,0,0,201,136,91,147,30,55,0,86,133,102,0
jyo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41
kew,206,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0
ekh,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
giy,106,4,31,0,0,5,0,1,7,306,0,0,0,41,0,0
oan,0,91,172,3,4,213,138,276,3,2,3,3,2,0,115,2
yu_,1202,0,0,2,0,0,54,38,2,147,0,0,2,2106,0,0
ber,36,19,22,36,52,15,20,17,15,28,292,91,16,0,19,0
ocp,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
moa,0,0,109,0,0,47,0,26,0,0,0,0,0,0,7,0
gad,58,884,386,13,2,59,162,140,288,14,138,64,248,416,641,4
mde,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36
uba,74,146,595,38,0,67,127,129,173,60,132,0,272,339,144,0
tif,0,0,0,0,12,0,0,0,0,0,0,14,0,0,0,0
i_y,233,3,0,197,4,23,3,0,9,4,0,71,7,208,23,1503
okp,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0
ive,0,0,0,0,420,0,3,4,1,3,0,10,3,0,0,1
try,0,0,0,0,40,0,0,0,0,0,0,0,0,0,0,0
ioc,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
r_t,9,4,4,64,569,60,6,7,10,35,11,148,0,0,2,0
etw,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0
tbi,4,1,1,0,0,2,1,1,7,2,1,0,0,0,1,0
tfu,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
l_h,1,15,1,227,99,0,1,8,7,61,18,291,10,116,70,0
ros,0,28,11,139,58,10,6,50,27,6,0,460,6,0,56,0
_az,0,2,0,2,2,1,2,2,2,2,2,24,2,0,0,44
dju,0,0,0,0,2,0,0,0,0,0,0,0,0,57,0,0
_py,0,10,0,0,0,0,0,2,6,0,28,0,0,0,14,0
ejo,0,0,0,38,15,0,0,0,0,0,0,46,0,0,0,0
kri,51,6,4,0,0,7,25,29,11,0,130,0,61,0,5,0
ayy,24,0,0,0,0,42,0,0,0,0,0,0,0,0,0,53
owj,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
g_g,22,125,964,24,29,10,749,929,217,43,905,0,302,26,35,0
exi,0,0,0,1,1,0,0,0,0,0,0,6,0,0,0,0
slu,0,0,0,0,1,0,0,5,3,0,0,0,0,0,0,0
apl,26,0,54,12,17,18,12,6,8,5,2,1,1,15,0,3
m_l,7,1,1,0,36,8,4,1,1,26,11,14,2,55,13,20
pog,0,24,0,0,0,1,0,2,15,0,5,0,0,0,13,0
h_g,0,0,0,0,40,0,0,0,0,0,4,8,0,10,0,0
ise,65,112,106,138,241,126,104,108,107,353,106,99,95,0,36,45
taw,17,740,947,0,0,34,1076,1183,820,164,1139,0,179,246,939,146
tul,120,8,134,4,0,102,73,28,79,122,13,0,203,66,99,0
ary,89,30,9,0,45,0,0,24,32,72,32,0,1,0,23,14
aww,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
_ou,0,0,0,0,317,0,0,0,0,0,0,0,0,0,0,0
_gd,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0
bte,2,0,0,0,2,3,0,0,0,0,0,4,0,0,0,3
yfo,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
apu,1330,31,97,22,0,612,159,225,127,727,173,0,110,183,59,0
iwi,2,4,1,0,0,1,4,4,0,3,3,0,1,0,0,0
nee,0,1,0,0,36,0,0,0,0,10,0,0,0,0,0,0
lej,0,1,1,25,0,1,1,1,1,1,0,29,1,0,1,0
s_s,142,565,456,332,432,93,588,374,597,275,574,1249,382,166,75,101
dee,0,0,0,0,34,0,0,0,0,0,9,0,0,0,0,0
rnu,95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
efi,0,0,0,0,12,0,0,0,0,0,0,9,0,0,0,0
sle,1,0,0,0,26,0,0,0,0,0,0,1,0,0,0,16
nya,20,117,606,0,0,37,15,13,53,365,15,0,1367,208,83,567
amg,2,10,7,0,0,1,7,6,6,0,6,0,0,0,0,1
gor,2,0,6,4,2,20,7,1,0,0,0,3,0,0,0,1
byi,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
gpy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
uut,56,0,0,0,0,0,0,35,3,0,0,0,4,8,2,0
